Name,Age,Gender,Computer Network,Web Computing,Machine Learning,Data Warehouse and Mining,Statistics,Total,Percentage,Result
Saanvi Sharma,20,Female,52,70,51,85,45,303,60.6,Successful
Aarush Shah,24,Male,45,37,85,97,51,315,63,Successful
Vivaan Patel,19,Female,48,87,61,89,55,340,68,Successful
Shreya Shah,20,Female,87,68,35,77,45,312,62.4,Successful
Kabir Shah,24,Male,65,70,71,39,45,290,58,Successful
Vivaan Patel,24,Female,67,36,65,90,45,303,60.6,Successful
Ritik Shah,21,Male,52,36,60,98,45,291,58.2,Successful
Aditi Sharma,24,Male,85,70,97,67,45,364,72.8,Successful
Pihu Sharma,24,Male,86,70,61,51,33,301,60.2,Successful
Dhruv Patel,21,Female,36,99,87,55,99,376,75.2,Successful
Pihu Shah,23,Female,52,52,86,77,39,306,61.2,Successful
Pranav Shah,20,Female,65,89,33,66,78,331,66.2,Successful
Arnav Patel,20,Male,86,39,97,89,65,376,75.2,Successful
Aadhya Sharma,19,Female,52,70,97,68,45,332,66.4,Successful
Vihaan Sharma,22,Female,95,99,97,89,45,425,85,Successful
Arnav Sharma,21,Female,52,46,97,89,89,373,74.6,Successful
Saanvi Patel,24,Female,52,43,93,54,45,287,57.4,Successful
Nidhi Patel,21,Female,95,70,76,63,71,375,75,Successful
Aadi Patel,23,Male,91,47,77,89,86,390,78,Successful
Anvi Sharma,23,Female,40,70,69,39,45,263,52.6,Successful
Sara Patel,21,Female,84,49,74,89,37,333,66.6,Successful
Mohammad Sharma,22,Female,52,58,97,89,51,347,69.4,Successful
Pihu Patel,24,Male,52,94,47,74,70,337,67.4,Successful
Ansh Sharma,22,Male,97,58,52,76,81,364,72.8,Successful
Aditya Shah,20,Female,38,71,97,85,50,341,68.2,Successful
Aarav Shah,20,Female,33,36,66,40,45,220,44,Successful
Aayan Sharma,24,Male,52,87,66,89,57,351,70.2,Successful
Ananya Sharma,22,Male,48,70,97,89,45,349,69.8,Successful
Ananya Shah,19,Male,55,70,97,61,45,328,65.6,Successful
Shaurya Sharma,20,Female,65,89,98,34,45,331,66.2,Successful
Vivaan Sharma,19,Male,91,70,34,37,45,277,55.4,Successful
Arjun Sharma,22,Female,74,81,35,89,41,320,64,Successful
Arjun Sharma,22,Male,85,70,93,34,50,332,66.4,Successful
Vivaan Patel,24,Female,86,50,33,99,67,335,67,Successful
Aadhya Sharma,24,Female,45,36,60,52,45,238,47.6,Successful
Advik Shah,22,Female,33,69,97,76,45,320,64,Successful
Vivaan Sharma,21,Female,42,35,97,56,93,323,64.6,Successful
Riya Patel,19,Female,91,77,80,99,57,404,80.8,Successful
Aadhya Sharma,20,Male,40,46,69,62,38,255,51,Successful
Sara Patel,22,Female,47,35,75,81,85,323,64.6,Successful
Pihu Patel,22,Female,71,70,97,48,53,339,67.8,Successful
Sai Patel,22,Female,52,70,60,89,45,316,63.2,Successful
Aaradhya Sharma,21,Female,62,70,53,51,45,281,56.2,Successful
Sara Sharma,23,Female,37,66,97,86,45,331,66.2,Successful
Myra Sharma,21,Female,39,52,97,89,92,369,73.8,Successful
Aaryan Patel,19,Female,56,70,60,39,45,270,54,Successful
Aarush Patel,22,Female,52,95,97,34,52,330,66,Successful
Pranav Sharma,20,Female,97,70,50,94,45,356,71.2,Successful
Riya Sharma,23,Male,87,36,67,89,45,324,64.8,Successful
Krish Shah,22,Male,85,81,35,85,60,346,69.2,Successful
Vivaan Sharma,22,Female,52,51,60,98,35,296,59.2,Successful
Nandini Patel,20,Male,56,52,93,56,45,302,60.4,Successful
Khushi Sharma,22,Male,52,62,33,89,75,311,62.2,Successful
Sara Patel,23,Female,52,70,97,89,45,353,70.6,Successful
Aaryan Sharma,19,Female,91,83,97,89,45,405,81,Successful
Sara Sharma,24,Female,52,70,97,89,45,353,70.6,Successful
Saanvi Sharma,19,Female,66,99,46,39,49,299,59.8,Successful
Ishaan Shah,23,Female,52,57,53,89,45,296,59.2,Successful
Sai Patel,19,Male,96,81,97,90,63,427,85.4,Successful
Aadhya Shah,19,Male,98,70,37,47,70,322,64.4,Successful
Nandini Sharma,24,Male,59,70,53,89,45,316,63.2,Successful
Aadi Sharma,19,Female,69,84,41,89,48,331,66.2,Successful
Aayan Shah,20,Male,91,86,77,48,45,347,69.4,Successful
Arnav Sharma,23,Male,52,98,41,88,68,347,69.4,Successful
Reyansh Patel,19,Female,52,55,97,92,45,341,68.2,Successful
Krish Shah,19,Male,48,75,76,89,45,333,66.6,Successful
Vihaan Shah,21,Male,52,79,88,89,72,380,76,Successful
Aaryan Sharma,22,Male,75,86,90,38,47,336,67.2,Successful
Nandini Patel,22,Female,52,69,98,89,100,408,81.6,Successful
Shreyansh Shah,23,Male,62,67,61,73,84,347,69.4,Successful
Myra Patel,19,Male,93,70,57,89,49,358,71.6,Successful
Vihaan Patel,21,Female,73,70,97,57,75,372,74.4,Successful
Aditi Sharma,24,Female,39,38,64,47,45,233,46.6,Successful
Kabir Sharma,20,Female,52,70,75,78,45,320,64,Successful
Sara Patel,24,Male,89,70,40,85,45,329,65.8,Successful
Aarav Patel,24,Female,52,70,97,89,69,377,75.4,Successful
Arnav Sharma,19,Male,53,45,83,45,45,271,54.2,Successful
Shreyansh Sharma,24,Female,39,88,43,55,45,270,54,Successful
Aadi Sharma,19,Female,64,35,69,60,92,320,64,Successful
Vihaan Patel,24,Male,52,43,97,89,38,319,63.8,Successful
Vivaan Sharma,22,Female,55,44,78,71,91,339,67.8,Successful
Nandini Sharma,20,Female,52,66,97,90,45,350,70,Successful
Ananya Shah,19,Male,52,70,62,89,66,339,67.8,Successful
Aryan Shah,20,Female,79,36,68,65,66,314,62.8,Successful
Ritik Shah,21,Female,54,86,52,33,45,270,54,Successful
Aadhya Patel,21,Female,67,73,97,48,48,333,66.6,Successful
Ansh Patel,19,Female,59,70,75,46,51,301,60.2,Successful
Aarush Sharma,22,Male,36,63,94,43,45,281,56.2,Successful
Atharva Sharma,24,Female,57,59,51,41,88,296,59.2,Successful
Aadhya Shah,20,Female,77,83,38,94,63,355,71,Successful
Aarav Patel,23,Female,72,47,97,56,45,317,63.4,Successful
Arjun Shah,23,Female,74,70,35,89,45,313,62.6,Successful
Jiya Sharma,19,Female,52,70,63,70,45,300,60,Successful
Reyansh Sharma,23,Female,50,70,97,89,45,351,70.2,Successful
Darsh Sharma,23,Female,59,88,49,99,59,354,70.8,Successful
Aaryan Patel,24,Male,84,52,55,47,53,291,58.2,Successful
Aaryan Patel,20,Female,90,85,35,90,93,393,78.6,Successful
Rudra Shah,21,Female,95,70,97,89,45,396,79.2,Successful
Neha Sharma,24,Female,93,70,68,89,61,381,76.2,Successful
Shreyansh Sharma,21,Female,52,70,42,89,49,302,60.4,Successful
Rudra Sharma,20,Female,75,51,97,56,45,324,64.8,Successful
Aarav Shah,20,Male,52,70,100,61,86,369,73.8,Successful
Aadhya Shah,24,Female,97,56,35,89,45,322,64.4,Successful
Ansh Shah,22,Male,65,83,97,65,45,355,71,Successful
Pihu Patel,23,Female,54,72,42,72,80,320,64,Successful
Ritik Sharma,22,Female,42,97,98,77,33,347,69.4,Successful
Aayan Sharma,21,Male,90,54,38,52,61,295,59,Successful
Sai Shah,19,Male,35,90,90,89,45,349,69.8,Successful
Pihu Sharma,24,Female,94,70,43,70,43,320,64,Successful
Shreyansh Patel,22,Female,52,70,97,81,49,349,69.8,Successful
Vivaan Sharma,22,Female,52,33,33,89,45,252,50.4,Successful
Kian Sharma,19,Female,63,70,89,65,45,332,66.4,Successful
Aarush Patel,23,Male,69,70,97,42,62,340,68,Successful
Nidhi Sharma,22,Female,42,65,97,89,51,344,68.8,Successful
Aarush Sharma,23,Male,87,68,98,89,51,393,78.6,Successful
Aadi Shah,22,Female,40,70,41,89,97,337,67.4,Successful
Vihaan Sharma,21,Female,33,70,98,58,45,304,60.8,Successful
Aaradhya Shah,22,Male,52,70,97,89,33,341,68.2,Successful
Aditya Patel,19,Female,39,41,60,38,45,223,44.6,Successful
Nidhi Patel,21,Female,52,71,67,89,74,353,70.6,Successful
Aadi Sharma,23,Female,52,68,97,54,88,359,71.8,Successful
Aditi Sharma,24,Male,40,69,94,63,59,325,65,Successful
Neha Sharma,24,Female,58,76,97,87,45,363,72.6,Successful
Vivaan Sharma,21,Male,93,53,55,42,72,315,63,Successful
Ishaan Sharma,20,Female,52,71,97,89,88,397,79.4,Successful
Rudra Sharma,19,Male,60,70,97,48,45,320,64,Successful
Ansh Sharma,21,Male,72,77,97,89,45,380,76,Successful
Arnav Patel,20,Female,91,71,78,89,58,387,77.4,Successful
Atharva Sharma,23,Male,72,91,93,89,45,390,78,Successful
Anvi Sharma,22,Female,52,50,97,89,94,382,76.4,Successful
Darsh Patel,21,Male,52,70,77,86,45,330,66,Successful
Khushi Shah,20,Female,52,39,97,95,45,328,65.6,Successful
Ansh Sharma,21,Male,34,75,55,95,34,293,58.6,Successful
Nandini Patel,22,Male,52,50,76,98,52,328,65.6,Successful
Atharva Sharma,20,Female,52,70,97,85,37,341,68.2,Successful
Aarush Patel,23,Female,52,89,67,89,83,380,76,Successful
Jiya Sharma,23,Female,80,92,49,77,42,340,68,Successful
Aarush Shah,24,Female,52,70,97,99,45,363,72.6,Successful
Dhruv Shah,21,Female,40,47,33,43,45,208,41.6,Successful
Aaryan Shah,23,Female,75,73,41,71,59,319,63.8,Successful
Vihaan Shah,19,Male,70,55,97,51,45,318,63.6,Successful
Mohammad Patel,23,Male,52,70,36,42,53,253,50.6,Successful
Sara Shah,24,Male,52,84,92,53,68,349,69.8,Successful
Pihu Sharma,20,Female,99,79,87,56,66,387,77.4,Successful
Aayan Sharma,20,Male,61,93,90,89,79,412,82.4,Successful
Pihu Shah,19,Male,81,70,52,89,58,350,70,Successful
Shreyansh Patel,24,Male,89,41,36,66,55,287,57.4,Successful
Reyansh Shah,21,Female,47,58,40,90,45,280,56,Successful
Aryan Sharma,23,Male,87,70,97,44,52,350,70,Successful
Aditi Patel,20,Female,63,64,36,91,45,299,59.8,Successful
Shaurya Sharma,22,Male,49,39,90,65,39,282,56.4,Successful
Aaryan Sharma,24,Female,35,72,67,50,66,290,58,Successful
Vihaan Shah,24,Female,52,46,54,44,57,253,50.6,Successful
Advik Sharma,22,Female,38,70,98,72,34,312,62.4,Successful
Kian Patel,19,Female,52,38,92,89,97,368,73.6,Successful
Aaradhya Sharma,24,Male,90,70,97,38,62,357,71.4,Successful
Aarush Sharma,20,Male,69,70,52,74,45,310,62,Successful
Nandini Shah,20,Male,37,50,57,89,45,278,55.6,Successful
Ananya Sharma,21,Male,52,70,99,98,45,364,72.8,Successful
Aarush Sharma,22,Female,52,68,97,38,45,300,60,Successful
Anvi Patel,19,Male,44,59,61,89,44,297,59.4,Successful
Shreya Shah,21,Female,59,68,97,89,76,389,77.8,Successful
Vihaan Sharma,23,Female,80,54,41,34,76,285,57,Successful
Aryan Sharma,23,Female,52,67,97,96,84,396,79.2,Successful
Aryan Sharma,21,Male,52,70,45,97,70,334,66.8,Successful
Ansh Shah,22,Female,83,70,64,89,45,351,70.2,Successful
Aarush Patel,23,Female,52,70,49,69,55,295,59,Successful
Arnav Sharma,20,Female,52,70,91,33,61,307,61.4,Successful
Aaryan Patel,20,Female,79,64,59,89,34,325,65,Successful
Reyansh Shah,20,Male,49,96,97,52,76,370,74,Successful
Sara Patel,24,Female,52,97,97,89,92,427,85.4,Successful
Pihu Shah,19,Male,69,85,97,36,45,332,66.4,Successful
Pranav Patel,24,Female,92,42,97,34,45,310,62,Successful
Pranav Shah,23,Male,84,48,81,35,45,293,58.6,Successful
Aadi Patel,24,Female,44,43,97,77,59,320,64,Successful
Aaryan Patel,22,Female,49,74,59,49,83,314,62.8,Successful
Rudra Patel,19,Male,52,85,34,61,45,277,55.4,Successful
Pranav Sharma,20,Female,52,97,52,98,96,395,79,Successful
Krish Patel,22,Female,51,70,94,72,94,381,76.2,Successful
Ishaan Shah,19,Male,44,70,66,90,45,315,63,Successful
Darsh Patel,24,Male,98,45,97,89,74,403,80.6,Successful
Arjun Shah,20,Female,52,70,97,89,67,375,75,Successful
Ansh Shah,23,Female,52,51,38,70,99,310,62,Successful
Aarav Patel,21,Female,52,50,61,89,45,297,59.4,Successful
Ananya Sharma,24,Male,52,67,73,56,47,295,59,Successful
Arnav Sharma,19,Female,52,66,81,89,34,322,64.4,Successful
Sai Shah,24,Male,50,81,74,100,35,340,68,Successful
Aaryan Sharma,19,Female,52,48,74,50,65,289,57.8,Successful
Ishaan Shah,24,Female,51,90,73,69,36,319,63.8,Successful
Arnav Patel,23,Male,95,70,93,60,45,363,72.6,Successful
Kian Patel,22,Female,52,70,77,89,90,378,75.6,Successful
Atharva Shah,21,Male,39,70,97,51,45,302,60.4,Successful
Aaradhya Shah,20,Male,87,88,48,89,45,357,71.4,Successful
Arjun Patel,24,Female,52,70,37,99,43,301,60.2,Successful
Ananya Patel,19,Female,52,45,77,64,45,283,56.6,Successful
Advik Shah,23,Male,52,70,95,59,45,321,64.2,Successful
Shreyansh Patel,19,Female,39,70,92,82,45,328,65.6,Successful
Vihaan Sharma,22,Female,52,100,37,89,92,370,74,Successful
Kian Shah,24,Female,52,97,35,84,54,322,64.4,Successful
Shreya Patel,24,Female,47,70,78,48,45,288,57.6,Successful
Rudra Patel,24,Male,87,53,97,42,49,328,65.6,Successful
Atharva Patel,24,Male,73,81,97,47,45,343,68.6,Successful
Neha Patel,24,Male,52,70,39,89,37,287,57.4,Successful
Aditya Shah,21,Male,94,85,97,84,88,448,89.6,Successful
Aarush Shah,19,Female,54,72,82,69,79,356,71.2,Successful
Darsh Sharma,24,Female,52,42,97,89,45,325,65,Successful
Aditi Sharma,23,Female,42,69,100,63,80,354,70.8,Successful
Aarav Shah,20,Female,70,97,55,54,79,355,71,Successful
Kabir Sharma,24,Male,40,60,81,36,45,262,52.4,Successful
Aryan Sharma,20,Female,72,55,60,80,45,312,62.4,Successful
Arjun Sharma,23,Male,81,70,67,89,58,365,73,Successful
Aditya Patel,22,Female,91,90,36,89,73,379,75.8,Successful
Pranav Shah,20,Female,94,70,97,38,61,360,72,Successful
Sai Patel,19,Female,53,64,88,89,45,339,67.8,Successful
Shreya Shah,21,Male,56,51,88,93,96,384,76.8,Successful
Shreyansh Patel,23,Female,51,67,60,67,45,290,58,Successful
Aarush Shah,20,Male,68,41,97,64,67,337,67.4,Successful
Krish Patel,21,Male,65,92,87,100,68,412,82.4,Successful
Ritik Sharma,23,Female,79,70,97,52,62,360,72,Successful
Khushi Shah,19,Female,52,70,86,89,45,342,68.4,Successful
Dhruv Patel,20,Female,70,74,97,82,71,394,78.8,Successful
Anvi Patel,19,Female,43,75,97,71,62,348,69.6,Successful
Shaurya Sharma,19,Female,79,35,97,89,35,335,67,Successful
Vivaan Sharma,24,Female,52,90,79,54,99,374,74.8,Successful
Aarav Sharma,21,Female,52,91,75,74,45,337,67.4,Successful
Aditi Sharma,24,Male,52,39,81,81,45,298,59.6,Successful
Darsh Shah,23,Male,37,63,52,89,47,288,57.6,Successful
Atharva Shah,21,Female,50,99,51,89,45,334,66.8,Successful
Shreyansh Sharma,20,Female,59,70,54,68,40,291,58.2,Successful
Arnav Shah,24,Female,50,47,56,80,45,278,55.6,Successful
Arnav Shah,24,Male,57,84,54,89,94,378,75.6,Successful
Ishaan Patel,24,Female,34,70,94,89,58,345,69,Successful
Arnav Shah,21,Male,52,83,97,89,64,385,77,Successful
Aarav Patel,21,Male,96,78,97,55,66,392,78.4,Successful
Sara Sharma,24,Male,96,57,97,47,94,391,78.2,Successful
Ritik Patel,24,Female,52,70,97,64,37,320,64,Successful
Atharva Shah,24,Female,52,74,36,62,45,269,53.8,Successful
Mohammad Sharma,19,Male,34,34,51,74,40,233,46.6,Successful
Jiya Patel,22,Female,36,82,41,80,45,284,56.8,Successful
Krish Shah,23,Female,52,89,75,44,45,305,61,Successful
Rudra Sharma,19,Male,55,73,54,72,45,299,59.8,Successful
Ritik Shah,20,Male,100,33,97,39,45,314,62.8,Successful
Aadi Patel,24,Female,75,70,97,42,56,340,68,Successful
Nidhi Shah,23,Female,88,70,97,89,45,389,77.8,Successful
Atharva Patel,24,Male,52,87,97,92,92,420,84,Successful
Shreyansh Shah,21,Female,35,50,97,40,45,267,53.4,Successful
Neha Sharma,22,Male,47,62,92,44,76,321,64.2,Successful
Vihaan Patel,21,Male,52,62,97,89,95,395,79,Successful
Pihu Shah,22,Female,52,70,100,53,45,320,64,Successful
Shaurya Patel,20,Male,88,86,58,89,43,364,72.8,Successful
Arjun Sharma,24,Male,87,60,72,60,87,366,73.2,Successful
Kian Patel,23,Male,52,68,97,89,45,351,70.2,Successful
Kian Shah,19,Female,52,87,97,86,66,388,77.6,Successful
Myra Sharma,20,Female,73,38,41,89,77,318,63.6,Successful
Mohammad Patel,24,Male,52,70,68,71,45,306,61.2,Successful
Arjun Shah,23,Female,62,70,70,42,81,325,65,Successful
Ritik Patel,21,Female,68,70,96,51,86,371,74.2,Successful
Riya Sharma,19,Male,37,70,55,35,85,282,56.4,Successful
Mohammad Sharma,24,Female,52,92,96,89,38,367,73.4,Successful
Shreya Sharma,24,Female,75,99,97,54,40,365,73,Successful
Nidhi Sharma,23,Female,65,43,77,58,85,328,65.6,Successful
Reyansh Sharma,20,Female,93,70,97,38,45,343,68.6,Successful
Saanvi Patel,19,Male,83,70,97,57,77,384,76.8,Successful
Nidhi Patel,19,Female,69,73,80,84,45,351,70.2,Successful
Aadi Shah,24,Female,52,65,97,89,78,381,76.2,Successful
Jiya Sharma,19,Male,72,89,71,47,45,324,64.8,Successful
Aarush Sharma,20,Female,38,56,92,89,80,355,71,Successful
Aarush Sharma,19,Male,52,70,97,69,64,352,70.4,Successful
Jiya Sharma,20,Male,52,44,74,89,45,304,60.8,Successful
Ananya Sharma,24,Male,90,81,97,89,45,402,80.4,Successful
Ananya Sharma,23,Male,52,76,96,89,43,356,71.2,Successful
Aadhya Sharma,20,Male,62,64,93,89,63,371,74.2,Successful
Ananya Patel,24,Female,52,94,97,47,45,335,67,Successful
Mohammad Patel,21,Female,34,70,54,33,34,225,45,Successful
Dhruv Sharma,20,Male,52,44,97,94,70,357,71.4,Successful
Mohammad Sharma,21,Female,52,70,97,99,72,390,78,Successful
Sai Sharma,23,Female,75,48,83,89,45,340,68,Successful
Aarush Sharma,24,Male,55,33,97,89,38,312,62.4,Successful
Rudra Patel,19,Female,57,70,97,52,45,321,64.2,Successful
Riya Shah,22,Male,33,73,97,89,45,337,67.4,Successful
Krish Patel,24,Female,89,94,99,88,76,446,89.2,Successful
Kian Shah,19,Male,52,70,97,70,88,377,75.4,Successful
Sara Shah,21,Male,58,35,62,90,66,311,62.2,Successful
Aarush Sharma,24,Female,64,100,97,69,95,425,85,Successful
Nidhi Patel,24,Female,54,48,97,87,48,334,66.8,Successful
Vivaan Patel,19,Female,70,59,92,39,75,335,67,Successful
Aditya Patel,24,Male,88,72,97,50,45,352,70.4,Successful
Rudra Patel,22,Female,52,70,74,56,82,334,66.8,Successful
Darsh Sharma,22,Female,41,47,46,33,86,253,50.6,Successful
Atharva Shah,24,Female,81,70,97,77,67,392,78.4,Successful
Aarav Shah,22,Female,98,71,92,56,94,411,82.2,Successful
Vihaan Patel,23,Male,63,95,63,89,45,355,71,Successful
Anvi Shah,22,Female,52,70,97,58,46,323,64.6,Successful
Aarush Shah,23,Male,52,70,97,99,55,373,74.6,Successful
Aryan Sharma,22,Female,55,70,64,89,86,364,72.8,Successful
Nandini Sharma,24,Female,36,70,75,58,45,284,56.8,Successful
Aarush Sharma,19,Female,95,70,35,89,74,363,72.6,Successful
Vivaan Sharma,24,Male,94,71,97,70,45,377,75.4,Successful
Sai Sharma,20,Female,52,64,97,66,48,327,65.4,Successful
Arjun Patel,20,Male,52,70,65,83,98,368,73.6,Successful
Saanvi Shah,22,Male,52,69,69,33,45,268,53.6,Successful
Aarush Shah,20,Male,52,70,97,98,45,362,72.4,Successful
Aaradhya Shah,22,Female,52,40,97,89,49,327,65.4,Successful
Vivaan Sharma,21,Female,52,88,97,70,73,380,76,Successful
Aarush Sharma,19,Female,52,43,97,89,82,363,72.6,Successful
Aarav Shah,22,Male,52,94,46,76,75,343,68.6,Successful
Pihu Sharma,23,Female,100,90,97,43,35,365,73,Successful
Aarush Sharma,23,Female,52,70,97,44,54,317,63.4,Successful
Vivaan Sharma,21,Female,91,67,97,71,63,389,77.8,Successful
Reyansh Patel,21,Male,40,91,97,85,45,358,71.6,Successful
Aarush Patel,24,Male,78,70,97,33,93,371,74.2,Successful
Mohammad Patel,19,Male,41,38,96,90,45,310,62,Successful
Vivaan Shah,20,Male,55,70,94,33,45,297,59.4,Successful
Myra Sharma,21,Male,52,70,39,52,93,306,61.2,Successful
Aditya Sharma,20,Male,52,70,88,89,63,362,72.4,Successful
Saanvi Sharma,21,Male,90,70,39,86,64,349,69.8,Successful
Ishaan Shah,22,Female,68,70,34,89,45,306,61.2,Successful
Anvi Patel,20,Female,64,70,78,89,34,335,67,Successful
Aryan Shah,22,Female,52,90,97,91,45,375,75,Successful
Ritik Sharma,19,Male,69,70,43,34,91,307,61.4,Successful
Jiya Sharma,20,Female,52,70,37,44,51,254,50.8,Successful
Arjun Shah,23,Female,66,93,61,98,45,363,72.6,Successful
Riya Sharma,19,Male,63,70,97,48,33,311,62.2,Successful
Krish Patel,22,Male,46,53,56,39,100,294,58.8,Successful
Aryan Sharma,22,Male,78,72,97,68,92,407,81.4,Successful
Myra Shah,24,Female,36,68,97,89,82,372,74.4,Successful
Ananya Patel,24,Female,76,49,90,89,45,349,69.8,Successful
Atharva Sharma,20,Female,52,81,48,78,99,358,71.6,Successful
Shaurya Shah,22,Male,54,70,97,89,100,410,82,Successful
Jiya Sharma,21,Female,52,66,65,49,90,322,64.4,Successful
Nandini Sharma,20,Male,52,70,53,63,53,291,58.2,Successful
Aayan Sharma,24,Male,76,70,97,89,58,390,78,Successful
Myra Sharma,22,Male,52,46,81,89,45,313,62.6,Successful
Advik Shah,24,Male,73,70,48,63,85,339,67.8,Successful
Aarav Sharma,21,Male,52,42,50,40,83,267,53.4,Successful
Vivaan Shah,20,Female,52,70,97,47,86,352,70.4,Successful
Sai Sharma,22,Male,45,70,97,37,45,294,58.8,Successful
Aryan Patel,22,Female,52,93,97,86,45,373,74.6,Successful
Pihu Patel,23,Female,94,90,38,89,77,388,77.6,Successful
Kabir Sharma,23,Female,82,92,50,98,45,367,73.4,Successful
Advik Shah,19,Female,52,69,89,89,75,374,74.8,Successful
Advik Sharma,24,Female,38,70,97,69,98,372,74.4,Successful
Shreyansh Sharma,19,Female,63,70,58,57,77,325,65,Successful
Ansh Shah,19,Female,52,35,52,36,62,237,47.4,Successful
Sara Patel,20,Male,92,70,97,83,100,442,88.4,Successful
Aarush Shah,20,Female,66,33,97,77,43,316,63.2,Successful
Nidhi Shah,20,Male,52,34,37,89,79,291,58.2,Successful
Shreyansh Sharma,21,Male,85,70,97,89,45,386,77.2,Successful
Khushi Patel,22,Female,69,70,97,34,98,368,73.6,Successful
Darsh Sharma,24,Male,52,96,83,53,49,333,66.6,Successful
Darsh Shah,19,Female,52,33,97,68,45,295,59,Successful
Nandini Patel,19,Male,52,70,73,91,45,331,66.2,Successful
Aditi Patel,24,Female,96,70,81,74,63,384,76.8,Successful
Aryan Sharma,22,Female,77,70,99,87,91,424,84.8,Successful
Vivaan Patel,23,Male,80,52,98,89,53,372,74.4,Successful
Jiya Sharma,21,Male,52,70,97,75,77,371,74.2,Successful
Mohammad Sharma,24,Male,86,70,73,33,45,307,61.4,Successful
Arnav Sharma,19,Female,61,38,54,49,45,247,49.4,Successful
Vihaan Sharma,21,Male,47,43,60,80,45,275,55,Successful
Kian Shah,20,Female,52,70,66,82,70,340,68,Successful
Aryan Shah,20,Female,40,91,34,96,53,314,62.8,Successful
Shaurya Sharma,20,Male,81,82,33,89,85,370,74,Successful
Kian Patel,19,Female,53,57,74,95,45,324,64.8,Successful
Vivaan Shah,21,Female,98,48,82,39,86,353,70.6,Successful
Atharva Patel,19,Female,52,70,38,62,59,281,56.2,Successful
Vihaan Patel,21,Female,93,64,92,97,45,391,78.2,Successful
Sai Shah,19,Male,79,50,99,89,45,362,72.4,Successful
Aadhya Patel,23,Male,78,61,48,89,35,311,62.2,Successful
Atharva Patel,24,Male,52,70,45,89,36,292,58.4,Successful
Shreyansh Shah,21,Female,59,65,97,89,78,388,77.6,Successful
Reyansh Shah,20,Male,50,70,97,100,95,412,82.4,Successful
Aadhya Patel,23,Male,40,48,97,57,45,287,57.4,Successful
Sai Sharma,24,Female,47,45,87,42,45,266,53.2,Successful
Aarush Shah,23,Male,76,38,97,89,37,337,67.4,Successful
Arjun Shah,24,Male,52,50,60,89,84,335,67,Successful
Arnav Shah,20,Male,38,70,97,80,83,368,73.6,Successful
Myra Patel,23,Female,96,70,72,62,45,345,69,Successful
Mohammad Shah,24,Male,56,94,97,60,59,366,73.2,Successful
Arnav Sharma,19,Female,91,52,87,99,81,410,82,Successful
Shaurya Sharma,24,Male,52,70,91,57,54,324,64.8,Successful
Arjun Sharma,19,Female,86,55,97,89,88,415,83,Successful
Ritik Shah,22,Male,76,70,97,81,86,410,82,Successful
Atharva Sharma,20,Male,42,70,33,89,33,267,53.4,Successful
Atharva Sharma,21,Male,47,70,91,78,45,331,66.2,Successful
Rudra Patel,23,Male,90,84,53,48,56,331,66.2,Successful
Khushi Patel,23,Male,52,70,70,97,84,373,74.6,Successful
Mohammad Patel,22,Male,52,36,88,41,51,268,53.6,Successful
Aadhya Patel,24,Female,81,95,86,35,55,352,70.4,Successful
Aadhya Sharma,21,Female,52,93,43,58,55,301,60.2,Successful
Nandini Patel,19,Male,65,93,97,47,43,345,69,Successful
Vivaan Shah,19,Female,76,52,46,98,45,317,63.4,Successful
Aryan Patel,19,Female,53,99,60,69,45,326,65.2,Successful
Aadi Shah,24,Male,83,87,97,89,42,398,79.6,Successful
Nandini Shah,22,Male,52,70,65,89,100,376,75.2,Successful
Khushi Patel,21,Female,97,85,97,89,45,413,82.6,Successful
Nandini Shah,22,Female,42,57,97,92,45,333,66.6,Successful
Aditya Patel,19,Male,85,93,87,60,87,412,82.4,Successful
Aarush Sharma,21,Female,64,48,33,89,45,279,55.8,Successful
Aadi Sharma,23,Male,98,70,97,59,84,408,81.6,Successful
Shreyansh Shah,22,Male,33,70,72,70,75,320,64,Successful
Ananya Sharma,20,Male,52,54,96,89,45,336,67.2,Successful
Aaryan Sharma,20,Female,84,60,40,83,51,318,63.6,Successful
Ishaan Patel,20,Female,52,36,84,61,90,323,64.6,Successful
Aarush Sharma,24,Male,55,72,74,89,36,326,65.2,Successful
Jiya Patel,24,Male,79,97,79,87,45,387,77.4,Successful
Jiya Patel,20,Female,52,88,97,89,45,371,74.2,Successful
Myra Sharma,19,Male,52,61,94,89,89,385,77,Successful
Ansh Patel,20,Female,44,70,97,83,38,332,66.4,Successful
Kabir Sharma,24,Female,45,59,95,50,45,294,58.8,Successful
Aarav Shah,21,Female,52,47,97,89,45,330,66,Successful
Krish Patel,21,Female,37,66,97,93,37,330,66,Successful
Myra Sharma,23,Male,65,88,82,89,66,390,78,Successful
Advik Sharma,19,Female,52,70,58,93,95,368,73.6,Successful
Sai Patel,21,Male,52,35,97,93,45,322,64.4,Successful
Aryan Patel,22,Female,52,69,92,34,74,321,64.2,Successful
Ritik Patel,23,Male,52,70,44,89,45,300,60,Successful
Aarav Shah,22,Male,57,71,75,81,73,357,71.4,Successful
Vivaan Patel,23,Male,37,74,70,89,45,315,63,Successful
Mohammad Shah,23,Female,52,70,54,89,45,310,62,Successful
Jiya Patel,20,Female,86,46,96,48,45,321,64.2,Successful
Vihaan Shah,19,Female,50,70,64,89,50,323,64.6,Successful
